,count_of_sizes,colors,product_code,star_rating,Size,comfort,quality,n_reviews,yes_recommendations,%_recommended
1179,7,['Fauna Brown/Multi-Color/Pink Prime'],DV5255-200,4.9,59.0,84.0,61.95,7.0,3.0,42.86
1180,5,"['Cargo Khaki/Medium Olive/Black/Sequoia', 'Coyote/Coyote/Coyote', 'Black/Anthracite/White/Black']",CZ7399-330,4.5,34.0,87.0,44.5,24.0,3.0,12.5
1181,12,['White/Orange Horizon/Fortress Green'],DZ5941-100,5,50.0,100.0,83.33,2.0,2.0,100.0
1182,17,['Multi-Color/Multi-Color/Multi-Color'],,,,,,,,
1183,3,['Light Green Spark/University Red/Game Royal/Black'],DN5079-300,5,50.0,100.0,75.0,1.0,,
1184,22,['Multi-Color/Multi-Color/Multi-Color'],FN0569-900,,,,,,,
1185,24,['Multi-Color/Multi-Color'],CU1722-960,,,,,,,
1186,0,[None],,,,,,,,
1187,14,['White/New Orchid/University Orange'],DZ5966-100,0,,,,0.0,,
1188,17,"['Dark Mushroom/Light Taupe/Dark Mushroom', 'Black/Light Taupe/Black']",862507-201,4.1,57.0,81.0,55.33,25.0,7.0,28.0
1189,6,['Bright Crimson/White'],FN8405-600,4.3,23.0,79.0,46.0,50.0,18.0,36.0
1190,17,"['Medium Ash/Bronzine/Blue Tint/Medium Ash', 'Phantom/Cargo Khaki/Dark Russet/Phantom']",FB8877-200,3.5,50.0,50.0,50.0,2.0,1.0,50.0
1191,13,"['University Red/White', 'Wolf Grey/White', 'Game Royal/White', 'White/Black']",FJ8915-400,5,34.0,100.0,78.0,3.0,3.0,100.0
1192,17,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",FD9781-900,,,,,,,
1193,12,['Cactus Flower/Egret'],A05685C-650,0,,,,0.0,,
1194,17,"['Sail/Lime Blast/Coconut Milk', 'Summit White/Sail/Black']",FB1374-101,4,50.0,100.0,75.0,20.0,,
1195,1,['Sail/Light Orewood Brown/White/Black'],FQ8075-133,4.5,,,,2.0,,
1196,11,"['White/Varsity Red/Black', 'Black/White/Varsity Red', 'Black/White', 'White/Black/Varsity Red']",CW0784-161,4.8,53.0,97.0,50.31,434.0,4.0,0.92
1197,0,['Midnight Navy/Football Grey/Black'],FD6812-400,4.9,49.0,86.0,61.82,109.0,55.0,50.46
1198,5,['University Red/Deep Royal Blue/Opti Yellow/White'],FN6840-657,5,50.0,67.0,72.33,3.0,3.0,100.0
1199,11,"['University Red/Team Red/Pure Platinum/White', 'Midnight Navy/Light Bone/Mystic Red/White', 'Midnight Navy/Dark Obsidian/Pure Platinum/White', 'Black/Iron Grey/Pure Platinum/White', 'White/Pure Platinum/Wolf Grey/Black', 'Wolf Grey/Cool Grey/Pure Platinum/White']",DZ0502-401,4.3,17.0,67.0,61.33,3.0,3.0,100.0
1200,0,[None],,,,,,,,
1201,15,"['Platinum Violet/Coconut Milk/Volt/Sail', 'White/Rugged Orange', 'White/White/White']",DX5883-100,4.6,59.0,83.0,49.85,119.0,9.0,7.56
1202,0,['Black/Black/Black'],922474-001,3.7,43.0,88.0,44.71,32.0,1.0,3.12
1203,1,"['Iron Grey/Black/Phantom/Black', 'Phantom/Light Orewood Brown/Green Strike/White', 'Clear Jade/Geode Teal/Deep Jungle/White', 'Sail/Photon Dust/Blue Lightning/Citron Tint', 'Volt/Wolf Grey/Photon Dust/Diffused Blue', 'Photon Dust/Light Bone/Cool Grey/White', 'Black/White/Anthracite/Metallic Cool Grey']",DH3392-004,4.4,39.0,73.0,40.11,36.0,3.0,8.33
1204,10,['Black/White/Space Purple'],DX5637-002,0,,,,0.0,,
1205,12,['White/Black/Dynamic Turquoise/Siren Red'],DX1800-160,4.5,88.0,100.0,71.0,4.0,1.0,25.0
1206,2,"['Picante Red/Bright Cactus/Vivid Orange/Multi-Color', 'Mica Green/Seafoam/Atomic Orange/Medium Ash', 'Sanddrift/Hemp/Coconut Milk/Black', 'Deep Purple/Barely Volt/Blackened Blue/Baltic Blue']",DV1206-100,4.7,56.0,72.0,54.57,14.0,5.0,35.71
1207,6,"['Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White']",DH5359-400,4.8,50.0,100.0,75.0,15.0,,
1208,0,"['Team Red/Cave Purple/Blackened Blue/Bright Crimson', 'Black/Anthracite/White/Pure Platinum', 'Game Royal/Baltic Blue/Black/Picante Red', 'Pure Platinum/Black/Volt/Fuchsia Dream']",DH3394-008,4.2,50.0,100.0,52.47,27.0,2.0,7.41
1209,19,['Navy/Noble Green/White/Summit White'],CZ2959-402,4.8,46.0,79.0,43.31,122.0,6.0,4.92
1210,13,"['Obsidian/Bright Crimson/White/Black', 'Black/White']",DA8535-001,4.5,48.0,93.0,48.6,167.0,8.0,4.79
1211,26,['Multi-Color/Multi-Color'],HF0004-900,,,,,,,
1212,5,['Amarillo/College Navy/White/Black'],DZ7739-700,5,50.0,100.0,83.33,1.0,1.0,100.0
1213,14,"['Cacao Wow/Hemp/Black', 'Dark Gold Leaf/Anthracite/Jersey Gold/Dark Gold Leaf', 'Black/Black/Black/Black']",525393-770,0,,,,0.0,,
1214,19,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FN6749-906,,,,,,,
1215,6,"['Black/White/Pure Platinum/Black', 'White/Summit White/Platinum Tint/White']",DM0590-100,4.6,47.0,100.0,60.86,59.0,21.0,35.59
1216,8,"['Metallic Silver/Action Grape/White/Oxygen Purple', 'Black/Metallic Silver/Chrome/Wolf Grey', 'White/Bordeaux/White']",FD0204-001,3.5,50.0,50.0,50.0,2.0,,
1217,5,"['Chlorophyll/Black/Chlorophyll', 'Light Silver/Clear/Light Silver', 'Black/Clear/Black', 'University Gold/Summit White/Black/University Gold']",FB8875-700,4.6,59.0,67.0,67.0,8.0,6.0,75.0
1218,6,"['Black/Plum Eclipse/Photon Dust/Track Red', 'Khaki/Amber Brown/Sanddrift/Rugged Orange', 'Black/Black/Anthracite']",FB1950-001,3.3,61.0,65.0,58.67,10.0,5.0,50.0
1219,22,"['Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White', 'Blue Chill/Bright Crimson/White/Black', 'Hyper Pink/Laser Orange/Black', 'Bright Crimson/Volt/White/Black', 'White/Metallic Silver/Pure Platinum/Black', 'Black/Dark Smoke Grey/Light Smoke Grey/Metallic Silver']",DC8725-101,4.9,50.0,100.0,51.45,23.0,1.0,4.35
1220,18,"['Hyper Turquoise/Black/White/Fuchsia Dream', 'Bright Crimson/Black/White', 'Black/Hyper Royal/Chrome']",DJ5603-040,4.3,20.0,70.0,31.55,43.0,2.0,4.65
1221,0,['Coyote/Coyote/Coyote'],922471-900,3.8,48.0,85.0,48.5,24.0,3.0,12.5
1222,5,['Coyote/Coyote'],828654-900,3.6,63.0,87.0,75.0,17.0,,
1223,26,['Multi-Color/Multi-Color'],FB2390-900,,,,,,,
1224,0,[None],,,,,,,,
1225,10,['Black/Deep Cardinal/White'],DX5638-002,0,,,,0.0,,
1226,1,"['Phantom/University Blue/Team Orange/Vivid Green', 'White/Black/Metallic Silver/White']",DV2114-001,4.5,50.0,75.0,58.33,2.0,1.0,50.0
1227,19,['Black/White'],AT6178-010,4.6,50.0,100.0,52.38,28.0,2.0,7.14
1228,20,"['Racer Blue/Safety Orange/White', 'Black/Light Lemon Twist/Fierce Pink']",AO0808-002,4.4,28.0,80.0,54.0,12.0,,
1229,26,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",HF0004-900,,,,,,,
1230,16,"['White/Black/Game Royal', 'Sail/Anthracite/Coconut Milk/University Gold', 'Black/Iron Grey/Blue Tint/White', 'Black/Cement Grey/Picante Red', 'Black/Black/White', 'Black/Black/Black', 'White/University Red/Black/Wolf Grey', 'White/White/Black']",CW4555-015,4.7,51.0,90.0,47.33,910.0,9.0,0.99
1231,1,['Black/Iron Grey'],DC9093-001,4.7,52.0,92.0,48.45,74.0,1.0,1.35
1232,22,"['White/Varsity Red/Midnight Navy', 'White/Khaki', 'White/Infrared 23/Black']",DV1376-101,4.8,78.0,97.0,67.11,38.0,10.0,26.32
1233,12,['Black/Iron Grey/White'],CV0584-010,4.3,42.0,92.0,61.33,6.0,3.0,50.0
1234,10,['Black/Valor Blue/White'],DD0552-002,4.9,50.0,92.0,71.0,10.0,,
1235,10,['Black/Signal Blue/Gold'],DX5209-002,0,,,,0.0,,
1236,2,['White/Team Gold/Black'],FQ2140-100,0,,,,0.0,,
1237,17,['Coyote/Coyote'],AQ1202-900,2.8,60.0,59.0,59.5,19.0,,
1238,23,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FQ7223-905,,,,,,,
1239,20,"['White/White', 'Black/Black']",CW2289-001,4.8,51.0,88.0,47.23,299.0,8.0,2.68
1240,9,"['Black/Gum Dark Brown/Team Orange/Medium Ash', 'University Blue/White', 'Granite/Sail/Dark Obsidian', 'Coconut Milk/Metallic Gold/Track Red/Noble Red', 'University Gold/White/Navy', 'Velvet Brown/Sail/Coconut Milk/Black']",FN6830-001,5,50.0,100.0,83.33,1.0,1.0,100.0
1241,17,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FB5058-900,,,,,,,
1242,16,['White/Flat Pewter/Sea Green'],DZ5947-100,0,,,,0.0,,
1243,18,"['White/White/White/Black', 'White/White/White/White', 'Black/Black/Black/Black']",DH7505-001,4.6,45.0,73.0,40.23,111.0,3.0,2.7
1244,15,"['White/Sail/Multi-Color/Black', 'Hyper Pink/Laser Orange/Black', 'Black/Sail/Metallic Gold Grain', 'University Red/Blue Joy/Melon Tint/White', 'Geode Teal/Purple Ink/Pure Platinum/Black', 'White/Green Strike/Racer Blue/Black', 'Black/White']",DM8968-601,4.5,50.0,87.0,49.0,80.0,8.0,10.0
1245,17,"['Sail/Light Lemon Twist/Fierce Pink', 'Racer Blue/Safety Orange/White']",DR2741-400,5,50.0,50.0,37.5,8.0,1.0,12.5
1246,17,"['Black/White/University Red', 'White/White/Black', 'Wolf Grey/White/University Red', 'White/White/White', 'Black/Black/White', 'White/Midnight Navy', 'Black/White/Laser Blue', 'Black/Black/Black']",FJ0685-010,4.3,75.0,75.0,52.56,13.0,1.0,7.69
1247,15,['White/Metallic Silver/Varsity Red/French Blue'],DH4120-101,4.7,50.0,92.0,52.1,7.0,1.0,14.29
1248,17,"['White/Pure Platinum/Black/Midnight Navy', 'White/Pure Platinum/University Red', 'Black/Anthracite/Pure Platinum/White', 'White/Anthracite/Pure Platinum/Black', 'Wolf Grey/Cool Grey/Pure Platinum/White', 'Black/Dark Smoke Grey/Light Smoke Grey/White', 'White/Wolf Grey/Pure Platinum/Black']",DJ6524-104,4.8,34.0,100.0,45.57,74.0,2.0,2.7
1249,1,['Black/Iron Grey/White'],DC8992-003,3.8,45.0,69.0,39.31,51.0,2.0,3.92
1250,21,"['Black', 'Navy', 'White']",M9697-410,4.9,75.0,75.0,75.0,7.0,,
1251,17,"['White/Gum Light Brown/University Red', 'White/Gum Light Brown/Game Royal', 'White/Gum Light Brown/Black', 'Black/Gum Light Brown/White']",CI2955-160,4,40.0,80.0,52.12,11.0,4.0,36.36
1252,3,"['White/Varsity Crimson/Midnight Navy', 'White/Varsity Crimson/Metallic Gold']",DR0826-100,4.7,10.0,80.0,41.11,6.0,2.0,33.33
1253,13,['White/Gym Red/White/Black'],CQ3835-106,4.7,53.0,81.0,46.52,90.0,5.0,5.56
1254,12,['Black/White/Metallic Gold'],DN4180-070,4.8,53.0,90.0,53.15,79.0,13.0,16.46
1255,22,['Football Grey/White/Luminous Green/Black'],FV6149-001,0,,,,0.0,,
1256,19,['Hyper Turquoise/Fuchsia Dream/White/Black'],DD9469-300,2.5,,,,2.0,,
1257,0,['Black/White/University Red/Black'],487471-016,,,,,,,
1258,22,['Multi-Color/Multi-Color/Multi-Color'],FN0569-900,,,,,,,
1259,13,['White/Clear Jade/Jade Ice/Black'],FB3124-100,3,50.0,100.0,66.67,2.0,1.0,50.0
1260,17,"['Black/White', 'White/Midnight Navy/University Red']",FQ4112-001,5,50.0,100.0,83.33,1.0,1.0,100.0
1261,12,"['Light Crimson/Bright Mandarin/Black/Pale Ivory', 'Hyper Turquoise/Black/White/Fuchsia Dream', 'Black/Hyper Royal/Chrome', 'Bright Crimson/Black/White']",DJ5631-300,4.6,42.0,67.0,54.5,57.0,,
1262,10,"['Sail/Photon Dust/Alpha Orange/Light Smoke Grey', 'Enamel Green/Enamel Green/Alpha Orange/Sail', 'Rattan/Rattan/Alpha Orange/Sail']",DO9801-300,4.8,56.0,89.0,63.15,18.0,8.0,44.44
1263,18,['White/Gold/Signal Blue'],DZ5988-100,0,,,,0.0,,
1264,18,"['White/Black/Black', 'Black/White/White', 'Game Royal/White/Metallic Silver', 'Black/White/Metallic Silver', 'White/Wolf Grey/Metallic Gold']",325256-100,4.8,50.0,100.0,51.11,30.0,1.0,3.33
1265,17,['White/Yellow Strike/Apple Green'],DZ5979-100,5,50.0,100.0,83.33,1.0,1.0,100.0
1266,5,"['Midnight Navy/Midnight Navy/Black/Noise Aqua', 'Baroque Brown/Baroque Brown/White/Adobe', 'Black/White/White/White', 'Summit White/Summit White/White/Laser Orange', 'Oxen Brown/Oxen Brown/Gum Dark Brown/Black', 'Black/Black/Sail/White']",864349-204,4.6,46.0,84.0,48.18,55.0,8.0,14.55
1267,26,['Multi-Color/Multi-Color/Multi-Color'],FJ4036-900,,,,,,,
1268,16,"['Racer Blue/Lime Blast/Safety Orange/White', 'Anthracite/Black/Light Lemon Twist/Fierce Pink']",685135-004,4.5,50.0,100.0,75.0,22.0,,
1269,26,['Multi-Color/Multi-Color/Multi-Color'],FJ4036-900,,,,,,,
1270,1,['White/Deep Royal/University Red'],CZ9164-100,4.9,60.0,90.0,53.42,39.0,4.0,10.26
1271,7,"['Pale Vanilla/Coral Chalk/Blue Lightning', 'White/Black/Stadium Green/Oxygen Purple', 'Ironstone/Cobblestone/Sail/Orange Trance', 'Laser Blue/Light Menta/Glacier Blue/Lilac', 'Indigo Haze/Blue Tint/Baltic Blue/Space Purple']",DJ6149-101,4.8,53.0,91.0,48.99,135.0,4.0,2.96
1272,18,"['Hyper Turquoise/Fuchsia Dream/Black', 'Black/Hyper Royal/Chrome', 'White/Bright Crimson/Black']",DV4333-040,4.7,34.0,84.0,51.24,14.0,5.0,35.71
1273,15,"['Game Royal/White/Black', 'Black/White', 'White/Black', 'Gym Red/White/Black', 'Light Smoke Grey/White/Black']",AV5354-101,4.7,50.0,100.0,50.93,36.0,1.0,2.78
1274,2,['Black/Hyper Royal/Chrome'],DJ5962-040,4,50.0,100.0,61.11,3.0,1.0,33.33
1275,12,"['White/Light Silver/Coconut Milk/Black', 'Light Silver/Light Silver/Coconut Milk/Light Photo Blue']",DZ2527-100,0,,,,0.0,,
1276,17,"['Burgundy Crush/Platinum Tint/Plum Eclipse', 'Oil Green/Phantom/Olive Aura']",FB8895-300,0,,,,0.0,,
1277,17,['White/White/Polar/Team Red'],FV8105-161,5,75.0,75.0,83.33,2.0,2.0,100.0
1278,23,"['White/White/Metallic Silver', 'Black/Red Orbit/Bright Crimson/White', 'Anthracite/Dark Grey/Valerian Blue/Metallic Cool Grey', 'Black/Black/Metallic Silver', 'White/White/White/Metallic Gold']",CI2952-004,4,50.0,75.0,58.33,2.0,1.0,50.0
1279,15,['Black/Deep Royal/White/White'],FB2394-001,5,50.0,100.0,83.33,1.0,1.0,100.0
1280,17,"['Black/Anthracite/Light Lemon Twist/Fierce Pink', 'White/Racer Blue/Lime Blast/White']",AJ8119-002,3.7,50.0,75.0,62.5,6.0,,
1281,2,['White/Phantom/Dark Grey/Black'],487754-100,4.4,52.0,81.0,44.73,167.0,2.0,1.2
1282,6,['University Gold/Classic Green/White/Black'],DZ7738-700,3.3,50.0,84.0,78.0,3.0,3.0,100.0
1283,10,['Black/Light Smoke Grey/Atom Red'],DX5639-002,5,50.0,50.0,50.0,1.0,,
1284,5,"['White/Pure Platinum/College Navy', 'White/Pure Platinum/Brilliant Orange', 'White/Pure Platinum/Fir', 'White/Pure Platinum/Team Crimson']",FJ1581-160,3.5,42.0,67.0,40.5,8.0,1.0,12.5
1285,2,['Black/Bucktan/Gum Yellow/Black'],DB4109-001,4.7,53.0,83.0,68.0,47.0,,
1286,17,['Neutral Olive/Black/Dark Russet/Neutral Olive'],FB8881-200,5,75.0,75.0,83.33,2.0,2.0,100.0
1287,6,"['Game Royal/University Blue/Summit White/White', 'White/Pure Platinum/Black', 'University Red/Bright Crimson/Summit White/White', 'Black/Iron Grey/White']",CV0586-616,4.8,50.0,100.0,51.11,30.0,1.0,3.33
1288,3,"['Photon Dust/Volt/Emerald Rise/Black', 'Phantom/White/Bright Crimson/Obsidian', 'White/Photo Blue/Black', 'Black/Photo Blue/White', 'White/Grey Fog/Dynamic Turquoise/Black']",DC5221-041,4.6,25.0,97.0,42.09,94.0,4.0,4.26
1289,20,['Cacao Wow/Coconut Milk/Vintage Green/Sail'],FZ3592-259,0,,,,0.0,,
1290,16,['Hot Punch/Track Red/Coral Chalk/Black'],FQ9395-600,5,50.0,100.0,83.33,1.0,1.0,100.0
1291,17,['White/Team Royal/Wolf Grey'],DZ5986-100,0,,,,0.0,,
1292,9,"['Light Crimson/Bright Mandarin/Black/Pale Ivory', 'Hyper Turquoise/Black/White/Fuchsia Dream']",FD1167-600,0,,,,0.0,,
1293,23,['Football Grey/White/Luminous Green/Black'],FV6147-001,0,,,,0.0,,
1294,5,['Black/White/Gym Red'],AR3762-001,4.9,20.0,90.0,44.07,9.0,2.0,22.22
1295,0,[None],,,,,,,,
1296,2,['Black/Black/White'],DR2018-001,4.7,42.0,75.0,46.58,22.0,5.0,22.73
1297,17,['White/Pure Platinum/Metallic Gold'],FN7481-100,4.3,43.0,93.0,67.56,9.0,6.0,66.67
1298,2,"['Opti Yellow/Gum Light Brown/Black', 'Guava Ice/Guava Ice/Midnight Navy/White', 'Blackened Blue/Volt/Black/White']",CT0550-470,4.7,54.0,82.0,48.0,50.0,4.0,8.0
1299,2,['Black/Lilac Ice/Hydrogen Blue/Orange Chalk'],FD8701-001,4,25.0,50.0,58.33,2.0,2.0,100.0
1300,0,['Light Smoke Grey/Comet Blue/Summit White/Anthracite'],DR0290-001,3,50.0,50.0,50.0,2.0,,
1301,14,"['Light Orewood Brown/Dark Stucco/Light Carbon/Black', 'Black/Deep Jungle/Purple Ink/Night Maroon', 'White/Vivid Sulfur/Khaki/Black', 'Black/White']",DM0822-101,4.3,56.0,86.0,51.0,100.0,11.0,11.0
1302,2,"['Black/Dark Smoke Grey/Light Smoke Grey/White', 'White/Wolf Grey/Pure Platinum/Black']",CZ5914-100,4.9,,,,41.0,,
1303,0,['Black/Fir/Cement Grey/Fire Red'],DV9956-006,4.5,20.0,60.0,33.33,10.0,2.0,20.0
1304,19,"['Black/Black/Gum Light Brown/White', 'Black/Black/White', 'University Red/Black/White/White', 'Summit White/Summit White/Sanddrift/Action Grape']",DM3493-606,4.8,52.0,87.0,69.5,150.0,,
1305,0,[None],,,,,,,,
1306,16,['White/Challenge Red/Photon Dust/Obsidian'],FB9152-100,4.3,30.0,60.0,52.22,6.0,4.0,66.67
1307,17,"['Black/University Red/White', 'Black Forest/Del Sol/White']",FN4442-001,0,,,,0.0,,
1308,16,"['Picante Red/Laser Orange/Opti Yellow/Bright Cactus', 'Black/Anthracite/Volt/White']",DH3396-001,3.9,,80.0,46.25,16.0,2.0,12.5
1309,17,"['Racer Blue/Safety Orange/Black/White', 'Anthracite/Black/Light Lemon Twist/Fierce Pink']",685134-400,4.3,,50.0,50.0,13.0,,
1310,2,"['Light Orewood Brown/Black/Barely Green/Light Menta', 'White/Black/Total Orange']",DN1772-108,4.8,35.0,89.0,41.96,214.0,4.0,1.87
1311,4,['Ocean Cube/Off Noir/Light Smoke Grey/Ocean Cube'],DM2424-330,5,50.0,100.0,56.67,5.0,1.0,20.0
1312,7,"['University Red/White', 'White/Metallic Gold/Flat Silver/Metallic Silver', 'White/Gum Yellow/Metallic Gold/Pink']",FD7039-600,4.8,54.0,87.0,76.17,16.0,14.0,87.5
1313,7,"['Light Crimson/Bright Mandarin/Black/Pale Ivory', 'Hyper Turquoise/Black/White/Fuchsia Dream', 'Black/Hyper Royal/Chrome']",DJ5622-300,5,50.0,100.0,83.33,2.0,2.0,100.0
1314,16,"['Black/University Red/White/Metallic Silver', 'University Gold/University Gold/White/Game Royal']",FN4182-001,5,50.0,100.0,83.33,1.0,1.0,100.0
1315,9,['White/Sonic Yellow/Total Orange'],FZ3507-100,0,,,,0.0,,
1316,0,"['Black/Team Crimson/University Gold/Anthracite', 'Black/New Orchid/University Orange/Anthracite', 'Black/Pro Green/White/Anthracite', 'Black/College Navy/University Gold/Anthracite']",DD0518-001,0,,,,0.0,,
1317,17,['White/Light Silver/Malachite/Deep Royal Blue'],FB8902-100,0,,,,0.0,,
1318,0,"['Photon Dust/Light Iron Ore/Sail/Photon Dust', 'Phantom/Khaki/Baroque Brown/Light Bone', 'Flat Pewter/Black/Obsidian/White']",DZ3522-001,4.7,46.0,81.0,57.33,20.0,9.0,45.0
1319,0,[None],,,,,,,,
1320,0,['Black/Anthracite/Metallic Silver'],CK9388-001,4.7,47.0,90.0,68.5,236.0,,
1321,0,[None],,,,,,,,
1322,11,['White/Bright Ceramic/Wolf Grey'],DZ5980-100,5,50.0,100.0,83.33,1.0,1.0,100.0
1323,5,['White/Black/Black'],DH2482-101,4.6,39.0,56.0,48.33,10.0,5.0,50.0
1324,1,['Grain/Fossil Rose/Fuel Orange/Bicoastal'],DQ7605-200,4.1,34.0,17.0,25.5,17.0,,
1325,17,"['Sail/White/Light Bone/Black', 'Black/Team Orange/Electric Green/White', 'White/Flash Crimson/Baltic Blue/Black', 'Black/White', 'True White/Black/Pure Platinum/White']",DV2139-100,4.2,50.0,,50.0,18.0,,
1326,12,"['Black/Sail/Volt', 'Black/Gym Red/University Red']",DJ7552-002,5,50.0,100.0,54.17,8.0,1.0,12.5
1327,17,['White/University Red/Black'],DZ5977-100,0,,,,0.0,,
1328,10,['Black/Bright Ceramic/White'],DD0549-002,0,,,,0.0,,
1329,17,"['University Red/Midnight Navy/Blue Joy/Sea Glass', 'Racer Blue/Sundial/High Voltage/White', 'Black/Dark Smoke Grey/White']",DJ7381-001,4.7,50.0,96.0,49.9,27.0,1.0,3.7
1330,0,[None],,,,,,,,
1331,3,"['Light Orewood Brown/Sanddrift/White/Black', 'Black/Black/Bright Crimson/White', 'White/Bright Crimson/Black', 'White/Black/University Red']",CU4826-101,4.5,43.0,84.0,43.0,200.0,4.0,2.0
1332,24,"['White/White/Metallic Vivid Gold', 'White/White/Black']",FN0310-100,0,,,,0.0,,
1333,11,['Jade Horizon/Light Silver/Anthracite/Desert Sand'],DC7501-300,4.9,50.0,100.0,53.33,20.0,2.0,10.0
1334,16,['Fir/White/University Gold/Midnight Navy'],FV6911-300,5,50.0,50.0,66.67,1.0,1.0,100.0
1335,3,['University Red/Wolf Grey/White/Black'],DZ7742-600,5,50.0,100.0,83.33,1.0,1.0,100.0
1336,2,"['University Red/Black/Clear/White', 'White/Black/Varsity Red', 'Black/Black/Clear/White']",FB7815-100,4.5,50.0,100.0,68.18,11.0,6.0,54.55
1337,0,['White/Phantom/Total Orange/Black'],FD8356-100,5,50.0,100.0,83.33,2.0,2.0,100.0
1338,23,['White/Summit White/Gum Light Brown/Metallic Gold'],DJ4473-170,5,,,,1.0,,
1339,0,[None],,,,,,,,
1340,5,['Black/Medium Olive/Enigma Stone'],CN2269-003,4.5,38.0,96.0,52.36,13.0,3.0,23.08
1341,17,"['Black/Anthracite', 'College Navy/Gridiron/White/Platinum Tint', 'College Navy/Mineral Teal/Geode Teal/Black', 'White/Wolf Grey/Black/Volt', 'Black/Anthracite/White', 'Ashen Slate/Football Grey/Star Blue/Black']",FD2291-001,4.5,48.0,85.0,76.22,23.0,22.0,95.65
1342,16,['White/Black/Night Silver/Team Scarlet'],DZ5949-100,0,,,,0.0,,
1343,24,['Multi-Color/Multi-Color'],CU1724-960,,,,,,,
1344,0,"['Hyper Turquoise/Fuchsia Dream/Black', 'White/Bright Crimson/Black', 'Guava Ice/Black', 'Black/Hyper Royal/Chrome']",DV4342-100,4.7,50.0,100.0,66.67,6.0,3.0,50.0
1345,10,['Lime Blast/Indigo Force/Noise Aqua'],DZ1725-300,4,50.0,100.0,83.33,1.0,1.0,100.0
1346,16,['Black/White'],DV2020-001,4,25.0,50.0,37.5,2.0,,
1347,17,['Black/Metallic Silver/Deep Jungle/Metallic Silver'],FD6691-001,0,,,,0.0,,
1348,19,['Black/Hyper Royal/Chrome'],DV4344-040,4.8,25.0,50.0,29.17,16.0,2.0,12.5
1349,5,"['Safety Orange/Citron Tint/Citron Tint', 'Summit White/Pure Platinum/Indigo Storm', 'Summit White/Summit White/Pure Platinum']",DX6779-100,2,,,,2.0,,
1350,0,['Summit White/Safety Orange/Lemon Wash/Black'],DV2619-100,4.6,50.0,100.0,75.0,19.0,,
1351,5,['Black/College Navy/White'],DD0503-002,4.3,50.0,100.0,75.0,6.0,,
1352,6,['White/College Navy/Amarillo'],DZ6001-100,5,50.0,100.0,75.0,4.0,3.0,75.0
1353,19,"['Midnight Navy/Football Grey/Anthracite/Black', 'Summit White/Pure Platinum/Summit White/University Red', 'University Red/University Gold/Summit White/Midnight Navy']",FD5113-600,4.2,50.0,70.0,66.67,5.0,4.0,80.0
1354,1,"['Black/Gunsmoke/Black', 'Rugged Orange/Armory Navy/Summit White/Rugged Orange']",DC8892-001,4.4,54.0,97.0,51.04,47.0,1.0,2.13
1355,16,['Black/Deep Jungle/Clear Jade Ii/Multi-Color'],FD6693-001,0,,,,0.0,,
1356,8,['Pewter Grey/Team Crimson/White/Black'],DZ7744-001,5,50.0,100.0,83.33,3.0,3.0,100.0
1357,23,['Iron Grey/Black/Dark Smoke Grey/White'],FD6853-001,4.3,67.0,100.0,89.0,3.0,3.0,100.0
1358,12,"['Skylight/Skylight/White/University Red', 'Black/Black/White/White', 'Hot Punch/Hot Punch/Hot Punch/White', 'Game Royal/Game Royal/Game Royal/White', 'University Red/University Red/University Red/White', 'Summit White/Tour Yellow/Lucky Green/Black', 'Black/Black/Summit White/White', 'Enamel Green/Enamel Green/White/White', 'White/Summit White/Hyper Pink/Black']",DV7896-600,4.2,40.0,72.0,38.16,81.0,2.0,2.47
1359,16,"['White/Smoke Grey/Cobalt Pulse', 'Black/White/Cobalt Pulse']",DM9132-001,0,,,,0.0,,
1360,3,"['Phantom/Phantom/Black/Light Bone', 'Earth/Black/Earth/Phantom']",DV7192-001,5,75.0,75.0,58.33,4.0,1.0,25.0
1361,6,['Wolf Grey/College Navy/White/Black'],DZ7746-001,0,,,,0.0,,
1362,8,"['White/Varsity Red/White/Black', 'Black/Black/Black', 'White/White/White', 'White/White/Black', 'Palomino/White/Wild Berry']",553558-161,4.9,50.0,79.0,45.98,1598.0,143.0,8.95
1363,0,[None],,,,,,,,
